Code_Vung,District_Name,Water_Area_km2,Urban_Area_km2,Agriculture_Area_km2,Greenery_Area_km2,Bare_Land_Area_km2,Total_LULC_Area_km2
01001,Ba Dinh,1.132222272069171,7.077814320018451,0.382358850155975,2.1533496911414853,0.7100753935987926,11.455820526983876
01002,Hoan Kiem,0.7756486058537159,3.7794550683003116,0.10962043008306119,0.9203659365525664,0.34239729212855946,5.927487332918215
01003,Tay Ho,8.41359122611045,9.244766095860372,2.1020616797743963,6.406034131038737,1.5530315846654026,27.719484717449358
01004,Long Bien,7.064849863405623,24.322888344180246,2.353849642688257,19.39678673556772,3.7596473837047246,56.89802196954657
01005,Cau Giay,0.3752021524362894,10.146866602877997,1.2647364527841423,1.310225395796074,2.8101328688670613,15.907163472761564
01006,Dong Da,0.2922144158340149,7.4890161374823165,0.19428016912737042,0.38163723420053963,0.7921706843943852,9.149318641038628
01007,Hai Ba Trung,2.1551955449803453,8.80683600343226,0.14461367724187538,0.7245619826324879,1.0427095498493544,12.873916758136321
01008,Hoang Mai,4.258605849741246,19.319400149598646,1.5626653849879302,8.860862015067758,3.9769103939550283,37.978443793350614
01009,Thanh Xuan,0.3393678531264339,5.916332926492827,0.18952452698044103,0.7353540058770998,1.1699175131905788,8.350496825667381
01016,Soc Son,10.837306948447576,54.63458087991347,87.03537615995268,140.5737874985169,10.967686123256886,304.0487376100875
01017,Dong Anh,11.229692537444487,51.97474409211526,44.72259874150552,71.25298320284763,11.281731211647838,190.46174978556073
01018,Gia Lam,11.450610851045877,31.135198381327207,16.022909818053332,53.50062548092241,6.278235253376128,118.38757978472495
01019,Tu Liem,4.663549471449591,30.516963514363372,7.095391904381725,25.57996956789935,6.861284713795623,74.71715917188966
01020,Thanh Tri,5.008726111895874,27.06594604431715,11.125966962176477,20.775409814680813,6.4659996982355095,70.44204863130582
01250,Me Linh,12.961286629051259,28.34815667295889,36.681334290619645,59.150648651549254,6.463177423531528,143.6046036677106
01268,Ha Dong,0.6869118562726881,17.94039027429778,3.1999429103455395,9.4200607142638,2.9196159517217946,34.1669217069016
01269,Son Tay,11.154848724264358,20.98722791506941,13.835742424223291,72.82977638499625,3.93626747390474,122.74386292245805
01271,Ba Vi,37.33109221788653,44.95414102658503,61.96062323472588,265.0521126367879,9.871202876860881,419.1691719928462
01272,Phuc Tho,7.24938754087044,22.721466331341713,24.28209736664767,59.89492125953795,4.363449386941491,118.51132188533927
01273,Dan Phuong,8.383328178690464,19.1829055601939,6.523893768422065,36.336443626524535,2.362377260262603,72.78894839409357
01274,Hoai Duc,1.0364374631857172,29.2199006309513,12.88285647553171,36.14755855493029,4.657783207620461,83.94453633221947
01275,Quoc Oai,6.473099823329148,26.776496735061876,43.367527181734786,67.63649281596626,6.998188229094278,151.25180478518635
01276,Thach That,4.02749011541429,31.28584592504837,30.88524262155759,100.6352949799726,6.000276425969608,172.83415006796247
01277,Chuong My,12.631695198720283,43.956553754556495,77.83845031195372,83.60245204067282,11.27183915027989,229.30099045618323
01278,Thanh Oai,8.403949245466654,27.37193539405491,55.0103962047173,27.92188795631116,7.254053524070184,125.96222232462021
01279,Thuong Tin,7.8663682248499445,35.92955445900067,47.93162115741765,36.20554838590272,11.940646006352802,139.8737382335238
01280,Phu Xuyen,17.073810562778757,28.064673709763376,89.82647900392942,25.53309558078927,19.6520803895992,180.15013924686005
01281,Ung Hoa,11.540575848361904,25.598805033395642,101.90289443958163,17.914091203863652,22.165385897981075,179.1217524231839
01282,My Duc,23.676984676055056,26.39975085027842,78.84286815596849,90.3448750179055,16.05524966405348,235.31972836426095
